patent_id,inventor_id
4298363,fl:gr_ln:campbell-1
10579173,fl:xu_ln:dong-28
10371652,fl:be_ln:mohebbi-3
D1048620,fl:yu_ln:ding-71
9273981,fl:br_ln:richman-1
9088387,fl:sh_ln:oveisgharan-1
10063874,fl:mo_ln:ueda-4
9603322,fl:mi_ln:beaith-1
12094947,fl:hu_ln:yen-26
10304453,fl:ni_ln:nissim-1
8158625,fl:ra_ln:kondru-3
10613990,fl:an_ln:arcangeli-1
11910673,fl:ja_ln:shin-29
11101140,fl:sh_ln:hou-4
6596890,fl:ka_ln:weiss-13
11255572,fl:cu_ln:trammell-1
9990645,fl:je_ln:sellinger-1
11575416,fl:li_ln:sun-76
4232648,fl:do_ln:brown-49
8090293,fl:ei_ln:hori-2
8434131,fl:pr_ln:varadharajan-1
7723064,fl:da_ln:okrongly-1
6579909,02ob1cgknd4zobg0210n4084v
7514853,fl:da_ln:bernstein-7
5856398,fl:ko_ln:tsuji-22
6922050,fl:je_ln:bang-16
10068245,fl:jo_ln:vajda-1
9848177,fl:ka_ln:krishnakumar-3
10665708,fl:ma_ln:radosavljevic-3
6396156,fl:sh_ln:chiu-35
9427834,fl:el_ln:fremont-1
4371056,fl:re_ln:anglade-1
6896462,fl:pe_ln:wang-72
6866381,fl:an_ln:kellyrowley-1
5461326,fl:bl_ln:woith-1
6465762,fl:st_ln:swayne-2
8016658,fl:ma_ln:fincham-2
5972532,fl:pe_ln:alunans-1
11206580,fl:zh_ln:huang-330
9578368,fl:we_ln:liao-79
6062177,fl:ha_ln:wiedmann-2
D435166,fl:sh_ln:ho-65
4346595,fl:ro_ln:frosch-1
5832993,fl:ke_ln:odashima-2
4414154,fl:pa_ln:anderson-29
D843944,fl:we_ln:lu-87
10575953,fl:br_ln:larose-2
8277259,fl:ku_ln:fukuda-1
12034162,fl:at_ln:ako-1
4334421,fl:gu_ln:ostlinning-1
6231429,fl:pe_ln:lisec-1
D377012,02od2xtnat4uxk3eq6oxtbamc
7314985,fl:ro_ln:mainz-2
8488450,fl:pa_ln:thaler-1
10914414,fl:th_ln:hennemann-1
7555059,fl:mi_ln:may-7
11612891,fl:at_ln:murota-1
12056792,fl:ky_ln:olszewski-1
12313888,fl:hi_ln:tran-9
9433657,fl:ro_ln:cheung-10
8051729,fl:sa_ln:fujita-10
6523549,fl:br_ln:frame-1
6603313,fl:le_ln:srnka-1
9252807,fl:ni_ln:halowani-1
10298630,fl:mi_ln:wu-254
10033618,fl:da_ln:dailey-6
8516757,fl:th_ln:keller-23
7040194,fl:ch_ln:liu-1494
6799085,fl:ha_ln:crisp-1
9071308,fl:li_ln:xia-42
7868738,fl:bh_ln:meena-1
8231878,fl:ax_ln:bouchon-2
8086873,fl:ho_ln:locker-2
7186414,fl:ko_ln:ho-1
7241540,fl:da_ln:st.clair-4
10578116,fl:na_ln:seike-2
5120992,fl:wi_ln:miller-14
7949886,fl:hu_ln:zou-14
10830272,fl:ja_ln:quinn-4
5716913,fl:mi_ln:sugioka-1
4296452,fl:le_ln:eriksson-3
10617086,fl:wi_ln:laskar-1
11165185,fl:sa_ln:ali-1
4204420,fl:ja_ln:rogers-24
10947507,fl:ri_ln:klemke-1
9105064,fl:da_ln:posch-2
D274232,fl:os_ln:inoue-1
5821022,fl:su_ln:sakai-5
11294594,fl:se_ln:thangaraj-4
8821999,fl:da_ln:harvey-3
7845413,fl:ro_ln:stover-3
7523343,fl:vi_ln:ghotge-2
6670075,fl:ma_ln:ugaji-1
12058019,fl:we_ln:wu-350
D833622,fl:ch_ln:farrell-5
7210288,fl:no_ln:waldbuesser-1
7969238,fl:ca_ln:wittstock-1
7785921,fl:de_ln:mathias-2
7302538,fl:we_ln:liu-69
5419685,fl:ka_ln:kimura-70
11191507,fl:sh_ln:shimoda-2
7191947,fl:me_ln:patel-26
9655364,fl:yu_ln:matsuzaki-13
6207934,fl:ge_ln:brandl-1
12501114,fl:xu_ln:zhou-68
7706226,fl:yu_ln:sung-30
8065060,fl:ge_ln:danko-3
4345137,fl:fr_ln:gauthier-5
10636968,fl:se_ln:park-90
7112517,fl:ko_ln:tanaka-68
9177272,fl:al_ln:kennedy-2
8972157,fl:no_ln:akahoshi-1
10359590,fl:br_ln:matz-1
7364474,fl:jo_ln:hoffman-38
4955212,fl:jo_ln:kutz-3
10483921,fl:da_ln:kovac-1
D598342,fl:we_ln:liu-202
7845937,fl:gu_ln:lins-2
6471948,fl:fr_ln:cala-2
12081479,fl:zh_ln:fan-42
12398493,fl:pa_ln:wynn-6
7041112,fl:ja_ln:vargas-3
9512054,fl:xi_ln:wu-40
D438686,fl:he_ln:robinson-10
7648897,fl:ya_ln:arai-12
8905691,fl:xi_ln:zhang-536
D607721,fl:pe_ln:danielsson-1
11772246,fl:an_ln:beres-2
8798734,fl:ju_ln:sonin-2
9881200,fl:xu_ln:dong-28
12111572,fl:er_ln:chen-33
11028422,fl:si_ln:biagiolini-1
6130834,fl:pa_ln:mullarkey-2
8920442,fl:wi_ln:sibbitt-1
5137212,fl:st_ln:thorud-1
9693026,fl:ta_ln:hirota-16
6642421,fl:ma_ln:greaney-2
7009280,fl:sa_ln:das-24
7583667,fl:ro_ln:livingood-1
12197282,fl:li_ln:yang-85
9498763,fl:da_ln:earnshaw-1
12348996,fl:ho_ln:he-12
7217190,fl:st_ln:weiss-24
D1051882,fl:he_ln:nguyen-5
8660628,fl:ra_ln:shah-77
9429594,fl:mi_ln:stalder-1
10742341,fl:ch_ln:wagner-21
10339294,fl:jo_ln:rouse-4
8822555,fl:ko_ln:kaiso-1
8234345,fl:an_ln:schofield-5
7194737,fl:ro_ln:malitz-1
D357207,fl:ca_ln:doherty-4
9529422,fl:ko_ln:masumoto-2
7018904,fl:ta_ln:yamada-87
8195300,fl:br_ln:gliner-2
8164822,fl:hi_ln:yamamoto-86
11148030,fl:jo_ln:thomas-15
10194455,fl:ji_ln:liu-861
8543893,fl:at_ln:hedaoo-1
8546280,fl:wo_ln:holand-1
9218315,fl:ka_ln:inaba-17
8380838,fl:da_ln:rosu-1
9988538,fl:mi_ln:gillard-1
5092228,fl:ed_ln:pfeiffer-1
11824177,fl:pe_ln:wang-170
11337646,fl:ky_ln:srivastava-1
12444961,fl:ch_ln:krajewski-1
8398816,fl:li_ln:gytri-1
5566136,fl:fr_ln:mose-1
9369962,fl:he_ln:o'shea-1
9004551,fl:gu_ln:herrera-2
7834016,fl:je_ln:contreras-2
9889374,fl:ti_ln:soelberg-1
7434510,fl:ew_ln:koenig-1
10847152,fl:ky_ln:kim-224
6238452,fl:je_ln:roth-1
D627179,fl:fr_ln:fabiano-1
9819865,fl:ma_ln:hershenson-4
5527874,fl:ar_ln:datz-1
10543081,fl:yi_ln:neta-1
10047346,fl:al_ln:martinezfernandez-1
6712505,fl:ch_ln:chang-1039
11700357,fl:ma_ln:nakagawa-47
9185552,fl:an_ln:palanigounder-1
3980477,fl:pa_ln:cressman-2
7343781,fl:de_ln:chinfatt-1
12478487,fl:jo_ln:steininger-2
11205546,fl:ta_ln:inaguchi-2
12298753,fl:al_ln:walzenbach-1
11267882,fl:ka_ln:cox-2
5686161,fl:jo_ln:cullen-6
12228746,fl:yu_ln:lin-567
7629654,fl:we_ln:morris-6
11377524,fl:ma_ln:ness-4
8923811,fl:pe_ln:feder-2
7473955,fl:ma_ln:keramat-2
5346797,fl:gu_ln:sacripante-2
8002421,fl:sa_ln:lee-191
8959570,fl:em_ln:wurth-1
4567919,fl:pa_ln:propst-1
7370297,fl:mo_ln:otsubo-2
5590868,fl:pa_ln:hebert-5
9865018,fl:ma_ln:riley-15
11799292,fl:ph_ln:gray-5
10028266,fl:in_ln:seo-26
RE42348,fl:ka_ln:seo-32
4741160,fl:he_ln:leiber-1
7314035,fl:ib_ln:akmandor-1
11368714,fl:su_ln:wang-90
10633179,fl:mi_ln:schoonmaker-2
9240926,fl:yo_ln:ofuji-1
10749546,fl:xi_ln:zhang-352
6033575,fl:je_ln:perret-8
11364493,fl:ch_ln:chen-303
9946542,fl:ti_ln:slegel-1
8766661,fl:ka_ln:kotani-5
9594045,fl:sc_ln:carpenter-4
5494068,fl:yo_ln:schuster-1
9640581,fl:mi_ln:shimotsusa-1
D304805,fl:ju_ln:mednis-1
11013426,fl:ha_ln:jia-11
8697251,fl:wi_ln:owen-8
4506596,fl:ki_ln:akiyama-1
3954722,fl:jo_ln:zizlsperger-1
9536759,fl:ya_ln:kao-5
11016933,fl:ni_ln:tolia-2
9058184,fl:pa_ln:naik-5
9990107,fl:ce_ln:bray-1
5035981,fl:ho_ln:koch-2
6473162,fl:sh_ln:moriya-22
7891701,fl:ra_ln:penzel-1
5107362,02oq5kg9yd6znrih1tbg9rp1m
5626708,fl:ad_ln:lissoni-1
5944170,fl:an_ln:laveine-1
11621032,fl:sh_ln:tajima-25
9327336,fl:ka_ln:murakami-48
12496860,fl:mu_ln:arpaci-1
10092575,fl:an_ln:hudson-8
11507016,fl:ts_ln:abe-9
9787874,fl:na_ln:takesue-1
9172743,fl:gu_ln:shi-51
7633258,fl:ed_ln:huber-5
9262435,fl:bh_ln:mehta-13
4139906,fl:th_ln:chen-10
11535003,fl:ma_ln:ito-82
6282214,fl:ka_ln:yamane-8
11588358,fl:yu_ln:oono-6
11680586,fl:mi_ln:cecchin-1
7450144,fl:ka_ln:yoshida-57
5115694,fl:sh_ln:nakazawa-23
11747321,fl:je_ln:abbott-6
4896317,fl:at_ln:suzuki-15
5614633,fl:ha_ln:sato-6
6071802,fl:ch_ln:choi-36
9519355,fl:de_ln:devries-2
12433911,fl:se_ln:horner-3
7134148,fl:ch_ln:shiue-8
7110287,fl:ma_ln:pakala-1
5152865,fl:ri_ln:hurst-5
10823575,fl:ya_ln:zhang-268
9486604,fl:ak_ln:masud-1
7560259,fl:ri_ln:weinshilboum-1
6670417,fl:ra_ln:chandran-2
11287859,fl:er_ln:sloterbeek-1
11195143,fl:ch_ln:yong-23
9589818,fl:ma_ln:matsushita-31
10918058,fl:ju_ln:mason-4
7417777,fl:ke_ln:saisho-3
8043919,fl:da_ln:lo-6
5021952,fl:to_ln:nishimura-35
11778353,fl:da_ln:forman-1
12022713,fl:ca_ln:yuan-16
12026722,fl:zh_ln:wu-174
9997703,fl:xi_ln:sheng-30
6821805,fl:ma_ln:ishida-45
7958509,fl:ri_ln:harper-4
5232769,fl:yo_ln:mizukami-7
8022865,fl:to_ln:kurata-9
10975392,fl:ru_ln:tsai-7
11210576,fl:pe_ln:middleton-4
11001477,fl:br_ln:siewert-1
5175870,fl:da_ln:harrison-30
8161968,fl:st_ln:augustyn-3
11944983,fl:ko_ln:ikeda-15
11895548,fl:yu_ln:chen-371
11378411,fl:gh_ln:panahandeh-1
6689308,fl:pa_ln:laborde-3
9276866,fl:ch_ln:guo-81
11379009,fl:yo_ln:shin-242
10232968,fl:tr_ln:lee-11
4430797,fl:ha_ln:eder-5
10064439,fl:wi_ln:ganter-1
12500912,fl:he_ln:sigurbjarnarson-1
10652578,fl:xi_ln:zhou-135
4794024,fl:ch_ln:crowell-7
11500835,fl:le_ln:sanders-2
6848170,fl:jo_ln:linardos-1
11692291,fl:al_ln:campbell-24
8212527,fl:ga_ln:gantt-2
D995452,fl:ch_ln:dimberg-1
6084631,fl:ma_ln:paulsen-7
4331465,fl:he_ln:hahn-5
5288864,fl:ma_ln:listemann-1
6447914,fl:wi_ln:taylor-13
9492210,fl:ge_ln:austin-1
RE36631,fl:yo_ln:tanabe-17
12108321,fl:aj_ln:muhammad-1
D821975,fl:ri_ln:chadbourne-1
11962468,fl:ji_ln:liu-855
8606135,fl:hi_ln:yoshinaga-5
6254661,fl:hi_ln:azuma-18
4717486,fl:mo_ln:shirato-1
4097884,fl:ph_ln:wright-7
D1090535,fl:ma_ln:bataille-2
10089382,fl:ma_ln:gupta-35
9655653,fl:st_ln:lindner-4
6599254,fl:r._ln:winters-1
5487279,fl:wi_ln:eybergen-1
8524001,fl:ka_ln:nakai-18
10337144,fl:st_ln:koch-29
4865560,fl:sh_ln:thomas-15
11688758,fl:vl_ln:odnoblyudov-1
5848343,fl:yo_ln:ishiyama-3
D394852,fl:th_ln:levin-1
10286943,fl:ri_ln:bates-10
11791194,fl:ma_ln:tomoyasu-1
9220660,fl:ke_ln:swanson-7
D926474,fl:ti_ln:robinson-18
12086422,fl:br_ln:potter-1
5745726,fl:jo_ln:szeto-2
6022861,fl:ro_ln:scarborough-3
5864392,fl:ho_ln:tschetsch-1
9595989,fl:ar_ln:berman-4
8610950,fl:hi_ln:ishii-38
4835480,fl:er_ln:ross-15
8937428,fl:ta_ln:hirano-49
11846287,fl:na_ln:gehret-1
12377210,fl:do_ln:lee-18
12493757,fl:go_ln:itami-1
D1073602,fl:jo_ln:gomezgarcia-2
5569911,fl:sa_ln:feldman-2
4794815,fl:lu_ln:borromeo-1
11914566,fl:ha_ln:turki-1
9225426,fl:cu_ln:ling-1
6613232,fl:wa_ln:chesner-1
5691192,fl:hu_ln:cox-2
11585012,fl:da_ln:wojno-1
12056852,fl:to_ln:aksoy-1
8056726,fl:st_ln:tummino-1
8813715,fl:na_ln:ikeda-17
RE35557,fl:wo_ln:holstein-1
12119678,fl:ju_ln:lu-14
7745328,fl:ka_ln:yim-4
11716839,fl:ji_ln:ahn-77
10234123,fl:yo_ln:bao-13
11804197,fl:yu_ln:chen-282
4295353,02oxsooa21dh8lbvtskme52yv
10598744,fl:ge_ln:duensing-1
11818540,fl:ja_ln:lee-157
9459256,fl:d_ln:morre-1
12094365,fl:ju_ln:wendt-3
8867446,fl:ji_ln:chun-37
10830877,fl:li_ln:kong-93
9499739,fl:yu_ln:aoki-22
3950252,fl:ed_ln:jordan-2
9414464,fl:at_ln:nanahara-2
5502003,fl:hi_ln:kanemaru-1
8410979,fl:ju_ln:huang-204
10522194,fl:sc_ln:best-2
11308947,fl:da_ln:bromand-1
5664716,02oyp2q69opapwlewfsme7abr
11404415,fl:ta_ln:chu-24
D1094893,fl:gu_ln:chen-302
9209341,fl:sh_ln:chen-124
D292475,fl:ro_ln:kitchen-1
11030547,fl:vi_ln:jain-25
9522938,fl:he_ln:kahlert-1
10030878,fl:to_ln:hrebicek-1
4640323,fl:jo_ln:norcia-1
6216555,fl:da_ln:malone-2
9678843,fl:wi_ln:kostenko-1
9069683,fl:br_ln:beardsley-2
7487655,fl:no_ln:eguchi-3
4770242,fl:ke_ln:kawamura-4
4541263,02ozonebmciw23kc0tu987wt7
7765736,fl:da_ln:lloyd-3
5993033,fl:ma_ln:ishikawa-44
D1044123,fl:fu_ln:yu-40
12054849,fl:hy_ln:ahn-67
6383738,fl:be_ln:roizman-1
4378399,fl:he_ln:bauer-5
10881058,fl:fe_ln:ye-6
6159549,fl:ja_ln:richardson-42
D261118,fl:le_ln:perhacs-1
9208328,fl:ar_ln:jimenez-2
8219306,fl:yo_ln:kim-1358
10296766,fl:bi_ln:xing-2
9220688,fl:be_ln:alspector-1
8763081,fl:st_ln:blumenthal-3
12169531,fl:ha_ln:engel-1
11833164,fl:xi_ln:wu-18
9829435,fl:st_ln:schulz-3
4408723,fl:fr_ln:adrian-4
8307149,fl:sh_ln:kogita-1
12147398,fl:sr_ln:suresh-4
12029374,fl:wa_ln:prodan-1
9551107,fl:th_ln:engelken-1
6834928,fl:fr_ln:subirada-1
7761326,fl:ak_ln:akutsu-1
12230055,fl:ch_ln:dill-1
8353813,fl:al_ln:shaknovich-1
5849486,fl:mi_ln:heller-5
6428351,02p1q0cu7xeejiid8p8yh0ttm
6608180,fl:ar_ln:sharpe-1
11143368,fl:pa_ln:blincoe-1
11179408,fl:pr_ln:vareda-1
9774272,fl:mi_ln:freeman-8
9740452,fl:fr_ln:lindh-1
11949487,fl:es_ln:dinan-2
10653378,fl:hi_ln:takebe-3
12073617,fl:vi_ln:ramasamyvenkatasamy-1
7550575,fl:ma_ln:rupe-1
6438628,fl:sh_ln:messerly-1
6282160,fl:ki_ln:tateishi-5
12037536,fl:sa_ln:lewis-11
10017100,fl:da_ln:parrin-1
6746900,fl:ai_ln:liu-9
7761915,fl:sh_ln:wang-237
10668480,fl:cu_ln:biehn-1
10642543,fl:hi_ln:ishii-74
10594051,fl:ho_ln:jiang-40
6266411,fl:ma_ln:etzel-2
D685365,fl:an_ln:fahrendorff-1
6042818,fl:gi_ln:bardoneschi-1
12123346,fl:lu_ln:pretini-1
D680413,fl:wa_ln:ramsland-1
9605478,fl:ed_ln:blair-1
5559427,fl:ma_ln:hinds-4
8036844,fl:os_ln:harris-1
9627446,fl:hs_ln:yang-45
11540848,fl:ti_ln:cheng-34
D285407,fl:fr_ln:clivio-1
5382051,fl:pa_ln:glance-2
8775265,fl:ch_ln:balasubramanian-6
10983149,fl:je_ln:hsiao-12
8528006,fl:mi_ln:doyon-1
6536157,fl:gr_ln:wijbenga-1
7445108,fl:ka_ln:bauer-9
6393763,fl:su_ln:kumar-7
6893548,fl:ra_ln:morad-1
7116087,fl:qi_ln:zhang-33
7986868,fl:da_ln:chamberlin-8
8437233,fl:no_ln:takeshita-4
12003049,fl:sh_ln:morita-47
5432782,fl:mu_ln:suzuki-15
4639312,fl:ti_ln:triplett-1
11020094,fl:yi_ln:wu-85
8958989,fl:ri_ln:rosthal-1
9806978,fl:si_ln:brazil-1
11250146,fl:je_ln:ward-1
6126174,fl:ge_ln:gatton-2
D353915,fl:ca_ln:lanne-1
10005026,fl:to_ln:fukuda-38
10032906,fl:ji_ln:kim-623
D603950,fl:jo_ln:brown-159
9146246,fl:jo_ln:clemmens-1
5212192,fl:al_ln:raeymaekers-1
9016276,fl:br_ln:bowman-25
10448216,fl:ji_ln:ahn-24
8097867,fl:ka_ln:bar-2
8182705,fl:da_ln:miyauchi-2
5857342,fl:wa_ln:kunimoto-1
D782873,fl:ja_ln:silverstein-1
11353458,fl:fi_ln:germaschewski-1
7586668,fl:st_ln:chiang-4
11451236,fl:bo_ln:yan-11
10029817,fl:ju_ln:howell-5
8008022,fl:li_ln:chen-576
D250457,fl:ma_ln:fishman-2
7783863,fl:ri_ln:thaik-2
8088561,fl:hu_ln:vanaert-2
5933495,fl:st_ln:oh-1
5480556,fl:ju_ln:ulan-1
11406609,fl:na_ln:abumrad-2
6997932,fl:ba_ln:gellman-1
3994430,fl:ye_ln:sun-3
7554329,fl:ma_ln:gorek-1
6350924,fl:ro_ln:pinkos-2
12104615,fl:sh_ln:kamimura-16
10728149,fl:ba_ln:trent-1
9424603,fl:ay_ln:hammad-1
12005390,fl:cy_ln:cao-1
7722474,fl:ja_ln:thomas-13
7263349,fl:gi_ln:sih-2
4462368,fl:ta_ln:funada-5
4739026,fl:ma_ln:riederer-2
D1097087,fl:ti_ln:wang-151
5435733,fl:ge_ln:chernicky-1
3962180,fl:ei_ln:yonemitsu-1
7587990,fl:ch_ln:bird-2
11480672,fl:ng_ln:vu-9
7674839,fl:si_ln:knaus-1
12433909,fl:sa_ln:chaudhuri-6
6159495,fl:sc_ln:timmons-1
6358965,fl:ja_ln:fournier-8
11574545,fl:se_ln:spector-1
6690282,fl:ki_ln:miyashita-1
10962770,fl:ju_ln:peng-44
4347174,fl:ky_ln:shibatani-1
4220179,fl:ge_ln:ziemek-1
8793141,fl:ro_ln:levien-2
11304793,fl:jo_ln:catanese-2
10073999,fl:ge_ln:powell-9
8284152,fl:mi_ln:ogrinc-1
12405982,fl:ia_ln:morich-1
6033041,fl:no_ln:furukawa-6
9879485,fl:wi_ln:schultz-15
8045582,fl:ja_ln:petrus-1
10802646,fl:mi_ln:shin-90
10895235,fl:ze_ln:deljevic-1
9182641,fl:we_ln:lan-28
8530326,fl:tz_ln:lee-14
8001249,fl:ki_ln:hendrickson-1
12101552,fl:mi_ln:arifinbadhon-1
6041738,fl:th_ln:hemauer-1
7627693,fl:as_ln:pandya-3
12009492,fl:xu_ln:zhang-35
7581938,fl:pa_ln:leach-4
8884342,fl:si_ln:monayakul-1
11650904,fl:dm_ln:hrybenko-1
7577896,fl:ph_ln:leichty-1
6514175,fl:hi_ln:taniguchi-12
4851461,fl:jo_ln:stephen-1
7135067,fl:an_ln:pfrengle-1
8021777,fl:ke_ln:tashiro-7
8319297,fl:ky_ln:shin-57
10873720,fl:ta_ln:teruuchi-1
D442000,fl:da_ln:buchner-1
6050232,fl:fe_ln:grob-1
9909018,fl:ja_ln:lee-199
9688737,fl:pa_ln:jakobsen-1
4036915,fl:al_ln:teets-1
6032242,fl:tz_ln:lin-40
4276324,fl:ha_ln:falk-1
6651812,fl:si_ln:man-4
7577542,fl:da_ln:mcelfresh-3
12277183,fl:am_ln:bapat-1
10549886,fl:cr_ln:tunesi-1
7508173,fl:wi_ln:premerlani-1
9694077,fl:da_ln:butler-23
9254431,02parbgrrx4pac9w03c0t1ep0
6564687,fl:tr_ln:poole-2
6384800,fl:jo_ln:uribe-3
12213418,fl:de_ln:pulscher-1
4861469,fl:ja_ln:rossi-6
12167618,fl:do_ln:lee-467
6882542,fl:no_ln:masuda-10
11167104,fl:ad_ln:tebbutt-2
10996158,fl:ji_ln:chew-4
5422367,fl:jo_ln:pento-1
10529644,fl:wo_ln:schnitt-1
11545134,fl:ri_ln:giri-1
5160000,fl:ma_ln:agha-2
12475104,fl:ya_ln:lin-215
11701453,fl:av_ln:athirasala-1
10097834,fl:ka_ln:sharman-1
D383958,fl:su_ln:an-1
11557085,fl:ca_ln:marshall-8
8678364,fl:ma_ln:watts-4
9051017,fl:ge_ln:reiter-3
12279021,fl:ja_ln:dowalter-1
D497518,fl:ma_ln:salander-1
5897148,fl:do_ln:perkins-9
7031408,fl:fe_ln:tarkoy-1
5149681,fl:ti_ln:ohkawa-1
6165606,fl:yo_ln:mochizuki-8
6602649,fl:ch_ln:roh-1
7501530,fl:ul_ln:schofl-1
3983718,fl:ho_ln:rogers-5
10790887,fl:yu_ln:murakami-45
8046130,fl:ya_ln:takahara-5
8450696,fl:ma_ln:abramovich-1
4631303,02pd4zqjq2raoqgmx1c01aa3i
D947192,fl:to_ln:horie-17
4352714,fl:ch_ln:patterson-16
12419257,fl:do_ln:kyle-4
9627888,fl:ma_ln:bigler-2
11647060,fl:ru_ln:vanblon-1
D427861,fl:ja_ln:prosper-1
6949830,fl:at_ln:shimizu-2
6751396,fl:ch_ln:erben-1
5663168,02pduudz5z96l2lje8j2ghs1n
8244469,fl:ea_ln:cox-1
7005124,fl:ro_ln:esfand-1
4264718,fl:ho_ln:muller-3
12158401,fl:da_ln:chafin-1
10601886,fl:ji_ln:ling-27
11747925,fl:ti_ln:hung-9
4710488,fl:je_ln:wong-33
7984677,fl:br_ln:jett-1
8325438,fl:ya_ln:kaneda-8
10311092,fl:ka_ln:chakrabarti-1
10444817,fl:al_ln:koker-1
6820766,fl:ri_ln:wilson-30
7368403,fl:no_ln:agata-2
9674045,fl:ti_ln:matt-1
8814617,fl:gu_ln:johnsen-1
8252925,fl:th_ln:schmidt-17
7273049,fl:pe_ln:yeung-2
12318037,fl:ch_ln:wai-11
10064316,fl:yo_ln:ono-24
9134459,fl:jo_ln:linton-2
6606803,fl:da_ln:butler-7
8632625,fl:se_ln:unrau-1
6470783,fl:ki_ln:asahina-1
11531833,fl:th_ln:edara-1
8711154,fl:ya_ln:klein-1
12067964,fl:ya_ln:aval-1
5082996,fl:ma_ln:unuma-1
11836208,fl:el_ln:mablekos-1
PP14457,fl:mi_ln:nelson-21
7288432,fl:je_ln:jacobsen-3
4554983,fl:ge_ln:obrecht-1
6904661,fl:ch_ln:aldridge-3
8698979,fl:ri_ln:blakesley-2
7780270,fl:yo_ln:lee-197
10466694,fl:jo_ln:herbach-2
4291258,fl:pa_ln:back-2
10999774,fl:eu_ln:kim-180
8160983,fl:we_ln:li-313
11863290,fl:ce_ln:baudoin-1
7438533,fl:ra_ln:arelt-1
10357460,fl:po_ln:bertelsen-1
12371404,fl:ke_ln:batchelor-4
5061076,fl:ia_ln:hurley-1
8196671,fl:mi_ln:friestad-1
11550602,fl:an_ln:melentyev-1
12311807,fl:by_ln:bae-10
D981449,fl:ma_ln:chiaocheung-1
11427941,fl:ts_ln:ota-2
5299668,02ph2wqknzm0gitri8d3l6ib2
6606982,fl:wi_ln:stockhausen-1
9858353,fl:ge_ln:lakshmanan-1
9403762,fl:ma_ln:rzeznik-1
12276389,fl:th_ln:rettweiler-1
8029454,fl:sh_ln:din-2
12409642,fl:hu_ln:duncan-2
8336303,fl:ts_ln:konakawa-1
D975586,fl:hi_ln:koyama-20
10731382,fl:lo_ln:thomas-9
9833033,fl:lo_ln:vanhoutin-2
6750823,fl:ro_ln:knapp-5
7930743,fl:ka_ln:saito-80
RE43614,fl:to_ln:ue-1
7406822,fl:mi_ln:withrow-1
9742579,fl:st_ln:rochon-1
11786618,fl:ma_ln:dhillon-6
9058130,fl:ro_ln:groves-3
5559691,fl:ju_ln:itoh-8
6577139,fl:fr_ln:cooper-12
6158785,fl:da_ln:mallis-1
8267116,fl:pa_ln:huber-7
8767181,fl:to_ln:gruner-2
10776560,fl:mi_ln:shaughnessyculver-1
6457234,fl:da_ln:edelstein-1
5935128,fl:ke_ln:jackson-12
9716730,fl:mi_ln:bose-2
7867544,fl:mi_ln:kuffel-1
4666505,fl:ha_ln:diehr-1
5971915,fl:ch_ln:yamamoto-17
9018178,fl:jo_ln:faragher-1
6616101,fl:bo_ln:robledosacristan-1
4310317,fl:te_ln:kano-3
10308928,fl:ja_ln:dionne-3
11905826,fl:zi_ln:krugliak-1
9637827,fl:ne_ln:singh-3
8192179,fl:ro_ln:miller-49
11482359,fl:br_ln:eliason-2
8593034,fl:ch_ln:liu-809
4373416,fl:ak_ln:endo-12
10282615,fl:al_ln:khorasani-1
11548366,fl:ke_ln:inda-2
8297522,fl:it_ln:takeuchi-1
4639431,fl:ro_ln:fiato-1
10821741,fl:na_ln:koike-10
6611788,fl:ti_ln:hussa-1
8875972,fl:gr_ln:blair-1
6479261,fl:ba_ln:klein-5
9992577,fl:an_ln:ferraro-3
9723534,fl:pa_ln:vaishali-1
7658303,fl:re_ln:hoyt-3
11451048,fl:ya_ln:li-80
4037092,fl:th_ln:osborne-4
12282655,fl:ka_ln:fan-20
RE44673,fl:ab_ln:albenda-1
9657570,fl:jo_ln:markowski-3
11202547,fl:ja_ln:jang-54
10933744,fl:br_ln:gillingham-1
9936867,fl:kl_ln:ehrmann-1
11883387,fl:sa_ln:yahiaoui-2
10198327,fl:aj_ln:gopinath-1
6264990,fl:je_ln:smith-71
9841707,fl:ta_ln:kuroda-28
8636947,fl:yo_ln:yang-8
7409626,fl:si_ln:schelstraete-1
10989835,fl:be_ln:couet-2
6831402,fl:ki_ln:kamiguchi-2
7106475,fl:ka_ln:tajima-19
9521680,fl:al_ln:jovicic-1
8865274,fl:su_ln:kim-328
11655843,fl:ka_ln:haeussler-1
10524842,fl:br_ln:robie-2
6524001,fl:le_ln:fredin-1
12345726,fl:ta_ln:fujita-27
4446579,fl:ma_ln:hirabayashi-3
10351854,fl:he_ln:dudek-1
4966275,fl:ol_ln:hallstrom-1
4714499,fl:as_ln:khare-2
4017693,fl:je_ln:lardy-2
11414220,fl:te_ln:kitagawa-1
9575031,fl:th_ln:hankemeier-2
11274087,fl:ta_ln:szabo-2
5374589,fl:da_ln:stoudt-2
5143373,fl:ju_ln:meissner-1
4757946,fl:lo_ln:johnson-9
11940134,fl:yu_ln:wang-19
6286623,fl:zv_ln:shaya-1
11415492,fl:st_ln:ritterbush-1
6492594,fl:ro_ln:magyar-3
10465343,fl:ha_ln:cheng-91
7373633,fl:di_ln:roy-6
4899116,fl:he_ln:granberg-1
5523481,fl:jo_ln:kasbauer-1
11750041,fl:ha_ln:widmer-3
12012157,fl:al_ln:pohnlein-1
6553972,fl:ta_ln:yamamoto-120
10034057,fl:ya_ln:liu-343
